"lake","doy","depth","year","date_time","chl_ugL","do_mgL","do_percent","temp","pH","phyco_cells","SPC","flag"
"R",208,4.75,2024,"2024-07-26 16:09:50",2.28,8.73,73.3,7.3,6.72,203,15,NA
"T",208,4.75,2024,"2024-07-26 16:47:50",4.75,0.97,7.9,6.45,5.53,261,8,NA
"L",211,4.75,2024,"2024-07-29 14:12:50",3.2,11.49,109,12.51,6.58,226,11,NA
"R",211,4.75,2024,"2024-07-29 14:49:50",2.08,7.74,65.5,7.63,6.56,215,15,NA
"T",211,4.75,2024,"2024-07-29 15:29:50",6.63,1.14,9.4,6.39,5.42,398,8,NA
"L",213,4.75,2024,"2024-07-31 13:20:50",3.33,10.67,107.1,12.82,6.6,196,11,NA
"R",213,4.75,2024,"2024-07-31 13:53:50",2.73,7.79,69.4,7.7,6.61,261,15,NA
"T",213,4.75,2024,"2024-07-31 14:31:50",6.49,0.53,4.6,6.47,5.27,532,8,NA
"L",215,4.75,2024,"2024-08-02 10:34:50",2.57,10.28,103.8,13.08,6.57,195,11,NA
"R",215,4.75,2024,"2024-08-02 11:01:50",2.43,6.95,61.5,7.49,6.59,283,15,NA
"T",215,4.75,2024,"2024-08-02 11:32:50",7.27,0.54,4.7,6.68,5.32,475,8,NA
"L",218,4.75,2024,"2024-08-05 15:31:50",5.62,10.8,109.6,13.25,6.51,291,11,NA
"R",218,4.75,2024,"2024-08-05 16:07:50",2.04,7.29,65.2,7.89,6.49,226,15,NA
"T",218,4.75,2024,"2024-08-05 16:44:50",4.46,0.23,2,6.62,5.19,355,9,NA
"L",220,4.75,2024,"2024-08-07 13:17:50",4.58,10.53,107.1,13.36,6.56,273,11,NA
"R",220,4.75,2024,"2024-08-07 13:49:50",1.55,6.14,54.3,7.4,6.4,183,15,NA
"T",220,4.75,2024,"2024-08-07 14:28:50",4.25,0.11,0.9,6.44,5.16,375,9,NA
"L",222,4.75,2024,"2024-08-09 14:07:50",6.38,10.38,105.6,13.41,6.64,281,11,NA
"R",222,4.75,2024,"2024-08-09 14:39:50",1.52,6.62,58.5,7.41,6.19,214,15,NA
"T",222,4.75,2024,"2024-08-09 15:13:50",3.46,0.19,1.6,6.48,5.2,279,9,NA
"L",225,4.75,2024,"2024-08-12 13:35:50",5.69,9.9,101.6,13.76,6.63,252,12,NA
"R",225,4.75,2024,"2024-08-12 14:13:50",2.57,6.84,61,7.81,6.29,218,15,NA
"T",225,4.75,2024,"2024-08-12 15:01:50",3.18,0.03,0.3,6.55,5.16,263,9,NA
"L",227,4.75,2024,"2024-08-14 13:55:50",4.19,9.53,97.9,13.83,6.57,263,12,NA
"R",227,4.75,2024,"2024-08-14 14:28:50",2.69,5.2,46.2,7.64,6.11,202,15,NA
"T",227,4.75,2024,"2024-08-14 15:03:50",3.23,0.04,0.4,6.88,5.27,299,9,NA
"L",230,4.75,2024,"2024-08-17 14:43:50",3.77,9.62,99.7,14.25,6.58,181,12,NA
"R",230,4.75,2024,"2024-08-17 15:36:50",2.36,4.95,44.5,8.05,6.27,198,15,NA
"T",230,4.75,2024,NA,3.59,NA,37.4,NA,5.82,466,11,NA
"L",232,4.75,2024,"2024-08-19 15:36:20",3.59,9.11,91.9,12.99,6.39,190,12,NA
"R",232,4.75,2024,"2024-08-19 16:06:50",2.61,5.19,46.6,8.06,6.17,192,15,NA
"T",232,4.75,2024,"2024-08-19 16:59:50",3.11,0.04,0.4,7.07,4.98,252,9,NA
"L",234,4.75,2024,"2024-08-21 11:37:50",4.22,8.37,87.2,14.49,6.49,237,12,NA
"R",234,4.75,2024,"2024-08-21 12:05:50",3.43,5.33,48,8.11,6.22,198,15,NA
"T",234,4.75,2024,"2024-08-21 12:37:50",4.13,0.08,0.7,7.17,5.36,306,9,NA
"L",237,4.75,2024,"2024-08-24 12:55:50",5.26,8.8,92,14.64,6.48,259,12,NA
"R",237,4.75,2024,"2024-08-24 13:25:50",2.28,4.38,39.5,8.29,6.29,149,15,NA
"T",237,4.75,2024,"2024-08-24 13:58:50",3.69,0.05,0.5,7.08,5.41,300,10,NA
"L",170,4.75,2024,"2024-06-18 15:30:50",3.41,12.93,114.2,9.43,6.85,289,11,NA
"R",170,4.75,2024,"2024-06-18 16:02:50",18.61,13.33,109.4,6.42,6.69,1160,13,NA
"T",170,4.75,2024,"2024-06-18 16:34:50",7.65,5.46,44.1,5.84,5.59,360,10,NA
"L",176,4.75,2024,"2024-06-24 14:45:50",3.78,13.22,118.4,10,6.79,337,11,NA
"R",176,4.75,2024,"2024-06-24 15:18:50",5.32,8.63,70.4,6.18,6.29,335,14,NA
"T",176,4.75,2024,"2024-06-24 16:01:20",3.62,3.18,25.3,5.17,5.53,176,10,NA
"L",162,5,2024,"2024-06-10 17:24:20",5.85,13.29,114.1,8.27,6.52,257,11,NA
"R",162,5,2024,"2024-06-10 17:56:20",18.4,11.32,91.8,5.94,6.78,1342,13,NA
"T",162,5,2024,"2024-06-10 18:47:20",5.82,4.35,34.3,4.95,5.18,305,10,NA
"L",165,5,2024,"2024-06-13 13:59:20",5.21,13.18,114.6,8.76,6.66,356,11,NA
"R",165,5,2024,"2024-06-13 14:39:50",8.22,NA,NA,5.36,6.29,965,13,NA
"T",165,5,2024,"2024-06-13 17:12:20",5.11,3.43,27.1,4.88,5.4,246,10,NA
"L",166,5,2024,"2024-06-14 14:08:20",3.04,13.28,116,8.94,6.83,196,11,NA
"R",166,5,2024,"2024-06-14 14:52:20",16.52,11.95,97.5,6.2,6.67,950,13,NA
"T",166,5,2024,"2024-06-14 15:24:20",8.09,4.54,36.1,5.18,5.57,344,9,NA
"L",172,5,2024,"2024-06-20 15:48:20",7.24,12.56,109.9,9.01,6.77,474,11,NA
"R",172,5,2024,"2024-06-20 16:29:20",9.04,9.05,74.1,6.36,6.35,493,14,NA
"T",172,5,2024,"2024-06-20 17:11:20",7.62,3.75,29.9,5.24,5.53,345,10,NA
"L",173,5,2024,"2024-06-21 15:15:20",7.69,12.47,109.3,9.08,6.83,636,11,NA
"R",173,5,2024,"2024-06-21 15:48:20",7.53,9.62,79,6.48,6.45,394,14,NA
"T",173,5,2024,"2024-06-21 16:25:20",7,4.54,36.4,5.49,5.63,393,10,NA
"L",178,5,2024,"2024-06-26 14:04:20",3.55,12.78,112.7,9.35,6.73,374,11,NA
"R",178,5,2024,"2024-06-26 14:40:20",9.77,10.59,86.9,6.41,6.41,518,14,NA
"T",178,5,2024,"2024-06-26 15:19:20",3.49,3.33,26.5,5.24,5.54,191,10,NA
"L",180,5,2024,"2024-06-28 14:47:20",4.58,11.91,105,9.38,6.59,309,11,NA
"R",180,5,2024,"2024-06-28 15:23:20",6.27,8.39,68.6,6.3,6.28,359,14,NA
"T",180,5,2024,"2024-06-28 16:05:20",3.54,2.7,21.5,5.32,5.56,206,10,NA
"L",183,5,2024,"2024-07-01 13:59:20",3.32,13.18,117.8,9.92,6.76,206,11,NA
"R",183,5,2024,"2024-07-01 14:34:20",5.52,10.44,86.3,6.72,6.46,304,14,NA
"T",183,5,2024,"2024-07-01 15:23:20",4.28,3.55,28.6,5.67,5.57,209,10,NA
"L",185,5,2024,"2024-07-03 13:37:20",3.42,13.17,121.5,11.29,6.89,202,11,NA
"R",185,5,2024,"2024-07-03 14:08:20",5.61,8.41,69,6.37,6.42,274,14,NA
"T",185,5,2024,"2024-07-03 14:42:20",2.33,1.2,9.6,5.34,5.56,153,10,NA
"L",187,5,2024,"2024-07-05 12:39:20",7.44,11.92,106.7,9.98,6.88,349,11,NA
"R",187,5,2024,"2024-07-05 13:09:20",6.24,8.49,69.6,6.41,6.33,295,14,NA
"T",187,5,2024,"2024-07-05 13:53:20",2.19,2.23,17.8,5.43,5.59,132,9,NA
"L",190,5,2024,"2024-07-08 14:29:20",3.99,12.86,116.7,10.59,6.72,169,11,NA
"R",190,5,2024,"2024-07-08 16:55:20",2.4,8.37,69.2,6.71,6.57,162,14,NA
"T",190,5,2024,"2024-07-08 17:33:20",2.55,1.3,10.4,5.38,5.53,145,9,NA
"L",192,5,2024,"2024-07-10 13:13:20",4.18,12.4,111.9,10.35,6.7,163,11,NA
"R",192,5,2024,"2024-07-10 13:43:20",3.53,9.82,81.9,7.1,6.45,161,14,NA
"T",192,5,2024,"2024-07-10 14:18:20",4.02,1.7,13.6,5.57,5.49,208,9,NA
"L",194,5,2024,"2024-07-12 15:30:20",3.13,12.85,116.6,10.56,6.73,156,11,NA
"R",194,5,2024,"2024-07-12 16:01:20",4.17,8.6,71.7,7.05,6.57,209,14,NA
"T",194,5,2024,"2024-07-12 16:37:20",4.27,1.98,16,5.8,5.62,221,9,NA
"L",197,5,2024,"2024-07-15 14:28:20",2.36,13.17,120,10.75,6.71,118,11,NA
"R",197,5,2024,"2024-07-15 15:03:20",2.46,9.26,77.1,7.02,6.65,175,14,NA
"T",197,5,2024,"2024-07-15 16:01:20",4.35,1.86,15,5.81,5.67,236,9,NA
"L",199,5,2024,"2024-07-17 13:30:20",3.75,12.63,114.8,10.62,6.72,132,11,NA
"R",199,5,2024,"2024-07-17 14:01:20",3.4,7.64,63.1,6.65,6.52,189,14,NA
"T",199,5,2024,"2024-07-17 14:35:20",2.99,0.86,6.9,5.73,5.3,183,8,NA
"L",201,5,2024,"2024-07-19 14:17:20",3.88,12.56,114.9,10.91,6.79,262,11,NA
"R",201,5,2024,"2024-07-19 15:01:20",3.35,3.52,28.7,6.15,6.43,334,14,NA
"T",201,5,2024,"2024-07-19 15:41:20",8.07,0.15,1.2,5.48,5.39,842,8,NA
"L",204,5,2024,"2024-07-22 13:44:20",3.58,12.76,117.8,11.31,6.77,259,11,NA
"R",204,5,2024,"2024-07-22 14:17:20",3.68,7.79,64.7,6.94,6.58,287,15,NA
"T",204,5,2024,"2024-07-22 14:52:20",8.71,0.43,3.5,5.66,5.38,710,8,NA
"L",206,5,2024,"2024-07-24 13:21:20",4.45,12.22,113.3,11.51,6.88,239,11,NA
"R",206,5,2024,"2024-07-24 13:51:20",3.45,7.34,60.9,6.89,6.59,250,15,NA
"T",206,5,2024,"2024-07-24 14:26:20",9.01,0.21,1.7,5.83,5.34,790,8,NA
"L",208,5,2024,"2024-07-26 15:39:20",2.78,11.98,109.9,11.03,6.76,190,11,NA
"R",208,5,2024,"2024-07-26 16:10:20",2.48,6.95,57.8,6.94,6.66,245,15,NA
"T",208,5,2024,"2024-07-26 16:48:20",7.48,0.21,1.7,5.88,5.27,619,8,NA
"L",211,5,2024,"2024-07-29 14:13:20",3.47,11.74,109.4,11.68,6.53,198,11,NA
"R",211,5,2024,"2024-07-29 14:50:20",2.26,5.98,49.8,6.96,6.48,202,15,NA
"T",211,5,2024,"2024-07-29 15:30:20",5.27,0.34,2.7,6.01,5.33,535,8,NA
"L",213,5,2024,"2024-07-31 13:21:20",3.1,10.83,105.9,11.65,6.6,208,11,NA
"R",213,5,2024,"2024-07-31 13:54:20",2.15,6.41,56.1,7,6.53,270,15,NA
"T",213,5,2024,"2024-07-31 14:32:20",4.97,0.17,1.4,6.07,5.22,422,8,NA
"L",215,5,2024,"2024-08-02 10:35:20",3.69,10.6,103.9,11.76,6.54,240,11,NA
"R",215,5,2024,"2024-08-02 11:02:20",1.38,5.2,45.3,6.88,6.48,223,14,NA
"T",215,5,2024,"2024-08-02 11:33:20",4.75,0.15,1.3,6.14,5.31,424,8,NA
"L",218,5,2024,"2024-08-05 15:32:20",6.31,10.74,106,12.05,6.48,290,12,NA
"R",218,5,2024,"2024-08-05 16:08:20",1.68,5.9,51.8,7.1,6.44,191,15,NA
"T",218,5,2024,"2024-08-05 16:45:20",3.65,0.05,0.5,6.13,5.23,322,9,NA
"L",220,5,2024,"2024-08-07 13:18:20",6.08,10.24,101.4,12.2,6.51,308,12,NA
"R",220,5,2024,"2024-08-07 13:50:20",1.32,5.08,44.6,7.14,6.31,196,15,NA
"T",220,5,2024,"2024-08-07 14:29:20",4.71,0.04,0.3,6.01,5.26,375,9,NA
"L",222,5,2024,"2024-08-09 14:08:20",4.51,9.95,98.6,12.25,6.56,265,12,NA
"R",222,5,2024,"2024-08-09 14:40:20",1.13,3.28,28.6,6.93,6.12,184,13,NA
"T",222,5,2024,"2024-08-09 15:14:20",3.21,0.03,0.3,5.96,5.33,319,9,NA
"L",225,5,2024,"2024-08-12 13:36:20",4.02,9.19,91.2,12.28,6.57,248,12,NA
"R",225,5,2024,"2024-08-12 14:14:20",1.37,3.85,33.9,7.21,6.15,203,14,NA
"T",225,5,2024,"2024-08-12 15:02:20",4.23,0.04,0.3,5.99,5.32,363,10,NA
"L",227,5,2024,"2024-08-14 13:56:20",5.17,8.92,89.5,12.81,6.51,282,12,NA
"R",227,5,2024,"2024-08-14 14:29:20",1.47,3.26,28.6,7.05,6.05,164,13,NA
"T",227,5,2024,"2024-08-14 15:04:20",3.61,0.04,0.3,6.29,5.39,349,10,NA
"L",230,5,2024,"2024-08-17 14:44:20",2.47,8.73,88,13,6.51,166,12,NA
"R",230,5,2024,"2024-08-17 15:37:20",1.63,3.33,29.5,7.44,6.19,163,14,NA
"T",230,5,2024,NA,3.59,NA,37.4,NA,5.82,466,11,NA
"L",232,5,2024,"2024-08-19 15:36:50",2.73,8.86,86.9,11.81,6.35,165,12,NA
"R",232,5,2024,"2024-08-19 16:07:20",1.92,3.82,33.6,7.24,6.1,158,14,NA
"T",232,5,2024,"2024-08-19 17:00:20",4.15,0.03,0.3,6.44,5.11,319,10,NA
"L",234,5,2024,"2024-08-21 11:38:20",4.66,8.75,88.5,13.1,6.48,217,12,NA
"R",234,5,2024,"2024-08-21 12:06:20",2.72,3.76,33.4,7.53,6.14,202,14,NA
"T",234,5,2024,"2024-08-21 12:38:20",3.06,0.04,0.4,6.33,5.46,292,11,NA
"L",237,5,2024,"2024-08-24 12:56:20",4.19,8.27,84,13.32,6.42,186,12,NA
"R",237,5,2024,"2024-08-24 13:26:20",1.76,2.87,25.5,7.56,6.22,152,14,NA
"T",237,5,2024,"2024-08-24 13:59:20",3.61,0.04,0.3,6.55,5.49,313,10,NA
"L",170,5,2024,"2024-06-18 15:31:20",5.4,12.66,110.1,8.76,6.81,335,11,NA
"R",170,5,2024,"2024-06-18 16:03:20",15.29,11.25,91.5,6.04,6.58,883,13,NA
"T",170,5,2024,"2024-06-18 16:35:20",6.12,4.32,34.6,5.49,5.55,292,10,NA
"L",176,5,2024,"2024-06-24 14:46:20",4.41,12.91,114.7,9.65,6.77,387,11,NA
"R",176,5,2024,"2024-06-24 15:19:20",5.06,6.97,56.3,5.8,6.22,296,14,NA
"T",176,5,2024,"2024-06-24 16:01:50",6.29,0.98,7.7,4.74,5.39,379,9,NA
"L",162,5.25,2024,"2024-06-10 17:24:50",8.54,12.88,109.3,7.76,6.47,344,11,NA
"R",162,5.25,2024,"2024-06-10 17:56:50",12.73,10.61,85,5.47,6.53,1324,13,NA
"T",162,5.25,2024,NA,5.215,NA,30.3,NA,5.175,272.5,10,NA
"L",165,5.25,2024,"2024-06-13 13:59:50",5.68,12.94,110.2,7.91,6.63,295,11,NA
"R",165,5.25,2024,"2024-06-13 14:40:20",5.6,NA,NA,5.07,6.12,773,14,NA
"T",165,5.25,2024,NA,5.21,NA,21.8,NA,5.37,261,10,NA
"L",166,5.25,2024,"2024-06-14 14:08:50",3.75,12.87,110.4,8.22,6.77,239,11,NA
"R",166,5.25,2024,"2024-06-14 14:52:50",12.81,10.49,84.6,5.72,6.56,988,13,NA
"T",166,5.25,2024,NA,7.19,NA,32.15,NA,5.55,307.5,9.5,NA
"L",172,5.25,2024,"2024-06-20 15:48:50",8.64,12.01,103.6,8.45,6.71,545,11,NA
"R",172,5.25,2024,"2024-06-20 16:29:50",10.94,8.12,65.7,5.86,6.3,530,14,NA
"T",172,5.25,2024,NA,7.25,NA,22.65,NA,5.5,347,9.5,NA
"L",173,5.25,2024,"2024-06-21 15:15:50",13.69,11.43,99.2,8.69,6.75,726,11,NA
"R",173,5.25,2024,"2024-06-21 15:48:50",10.08,8.1,65.8,6.02,6.39,487,14,NA
"T",173,5.25,2024,NA,5.705,NA,29.35,NA,5.595,319,9.5,NA
"L",178,5.25,2024,"2024-06-26 14:04:50",4.49,11.73,101.3,8.5,6.65,465,11,NA
"R",178,5.25,2024,"2024-06-26 14:40:50",9.22,8.12,65.8,5.9,6.33,494,14,NA
"T",178,5.25,2024,NA,4.415,NA,17.15,NA,5.475,258.5,9.5,NA
"L",180,5.25,2024,"2024-06-28 14:47:50",7.01,11.05,96,8.77,6.52,437,11,NA
"R",180,5.25,2024,"2024-06-28 15:23:50",5.28,6.88,55.7,5.87,6.23,321,14,NA
"T",180,5.25,2024,NA,4.48,NA,14.05,NA,5.485,289.5,9.5,NA
"L",183,5.25,2024,"2024-07-01 13:59:50",4.11,12.49,109.6,9.13,6.71,205,11,NA
"R",183,5.25,2024,"2024-07-01 14:34:50",8.36,9.39,76.6,6.17,6.4,430,14,NA
"T",183,5.25,2024,NA,4.13,NA,23.6,NA,5.525,197,9.5,NA
"L",185,5.25,2024,"2024-07-03 13:37:50",3.04,13.05,118.5,10.59,6.88,266,11,NA
"R",185,5.25,2024,"2024-07-03 14:08:50",4.77,6.22,50.5,5.99,6.34,266,15,NA
"T",185,5.25,2024,NA,4.1,NA,6,NA,5.495,355,9.5,NA
"L",187,5.25,2024,"2024-07-05 12:39:50",7.61,11.66,102.6,9.26,6.84,332,11,NA
"R",187,5.25,2024,"2024-07-05 13:09:50",7.13,6.07,49.3,6,6.22,410,15,NA
"T",187,5.25,2024,NA,3.765,NA,10.9,NA,5.485,321,8.5,NA
"L",190,5.25,2024,"2024-07-08 14:29:50",7.5,12.33,109.2,9.54,6.66,268,11,NA
"R",190,5.25,2024,"2024-07-08 16:55:50",4.04,6.88,56,6.1,6.51,216,15,NA
"T",190,5.25,2024,NA,2.55,NA,10.4,NA,5.53,145,9,NA
"L",192,5.25,2024,"2024-07-10 13:13:50",5.85,11.75,104,9.52,6.65,223,11,NA
"R",192,5.25,2024,"2024-07-10 13:43:50",3.55,7.76,63.6,6.36,6.35,200,15,NA
"T",192,5.25,2024,NA,4.705,NA,8.6,NA,5.425,344,9,NA
"L",194,5.25,2024,"2024-07-12 15:30:50",4.69,11.97,106.4,9.69,6.67,185,11,NA
"R",194,5.25,2024,"2024-07-12 16:01:50",6.14,7.73,63.7,6.55,6.53,281,15,NA
"T",194,5.25,2024,NA,5.07,NA,10.2,NA,5.505,392,8.5,NA
"L",197,5.25,2024,"2024-07-15 14:28:50",3.27,12.37,111.4,10.24,6.67,139,11,NA
"R",197,5.25,2024,"2024-07-15 15:03:50",4.08,8.31,68.2,6.4,6.59,216,14,NA
"T",197,5.25,2024,NA,4.355,NA,9.2,NA,5.61,300,9.5,NA
"L",199,5.25,2024,"2024-07-17 13:30:50",4.42,11.62,103.6,9.83,6.67,178,11,NA
"R",199,5.25,2024,"2024-07-17 14:01:50",2.99,5.06,41.3,6.29,6.4,182,15,NA
"T",199,5.25,2024,NA,3.585,NA,4.15,NA,5.35,292,9,NA
"L",201,5.25,2024,"2024-07-19 14:17:50",4.59,11.89,107.1,10.24,6.74,296,11,NA
"R",201,5.25,2024,"2024-07-19 15:01:50",13.16,1.29,10.4,5.88,6.3,773,12,NA
"T",201,5.25,2024,NA,5.99,NA,0.7,NA,5.47,628,9,NA
"L",204,5.25,2024,"2024-07-22 13:44:50",5.44,11.62,104.9,10.32,6.67,333,11,NA
"R",204,5.25,2024,"2024-07-22 14:17:50",2.65,5.25,43.2,6.54,6.5,317,15,NA
"T",204,5.25,2024,NA,7.565,NA,2.35,NA,5.405,640.5,8.5,NA
"L",206,5.25,2024,"2024-07-24 13:21:50",6.1,11.82,107.5,10.66,6.86,313,11,NA
"R",206,5.25,2024,"2024-07-24 13:51:50",1.36,4.77,39.2,6.46,6.48,186,15,NA
"T",206,5.25,2024,NA,6.28,NA,1.05,NA,5.455,584,9,NA
"L",208,5.25,2024,"2024-07-26 15:39:50",3.19,11.34,102.4,10.34,6.69,194,11,NA
"R",208,5.25,2024,"2024-07-26 16:10:50",2.7,3.88,31.8,6.4,6.54,244,14,NA
"T",208,5.25,2024,NA,6.02,NA,1.05,NA,5.38,518.5,9,NA
"L",211,5.25,2024,"2024-07-29 14:13:50",4.47,11.22,102,10.63,6.55,228,11,NA
"R",211,5.25,2024,"2024-07-29 14:50:50",2.44,2.17,17.8,6.47,6.29,280,12,NA
"T",211,5.25,2024,NA,4.66,NA,1.65,NA,5.405,444,9,NA
"L",213,5.25,2024,"2024-07-31 13:21:50",4.49,10.75,103.5,10.96,6.58,234,12,NA
"R",213,5.25,2024,"2024-07-31 13:54:50",8.17,2.08,17.9,6.42,6.34,536,13,NA
"T",213,5.25,2024,NA,4.37,NA,0.95,NA,5.325,389.5,9,NA
"L",215,5.25,2024,"2024-08-02 10:35:50",6.32,10.42,100.2,10.92,6.55,248,12,NA
"R",215,5.25,2024,"2024-08-02 11:02:50",4.13,2.79,24.1,6.51,6.35,371,13,NA
"T",215,5.25,2024,NA,4.2,NA,0.85,NA,5.395,372.5,9,NA
"L",218,5.25,2024,"2024-08-05 15:32:50",5.52,10.22,98.3,10.97,6.43,281,12,NA
"R",218,5.25,2024,"2024-08-05 16:08:50",7.39,3.12,27,6.63,6.29,622,13,NA
"T",218,5.25,2024,NA,3.72,NA,0.35,NA,5.32,319,10,NA
"L",220,5.25,2024,"2024-08-07 13:18:50",6.02,9.62,93.1,11.2,6.45,288,12,NA
"R",220,5.25,2024,"2024-08-07 13:50:50",3.35,1.86,16.1,6.58,6.19,364,12,NA
"T",220,5.25,2024,NA,3.88,NA,0.3,NA,5.325,357,10,NA
"L",222,5.25,2024,"2024-08-09 14:08:50",4.14,9.13,88.5,11.27,6.5,231,12,NA
"R",222,5.25,2024,"2024-08-09 14:40:50",3.59,0.89,7.7,6.46,5.97,296,12,NA
"T",222,5.25,2024,NA,3.09,NA,0.3,NA,5.42,300,10.5,NA
"L",225,5.25,2024,"2024-08-12 13:36:50",3.16,9.01,87.3,11.24,6.52,219,12,NA
"R",225,5.25,2024,"2024-08-12 14:14:50",2.59,1.56,13.5,6.67,6.01,263,12,NA
"T",225,5.25,2024,NA,3.49,NA,0.3,NA,5.385,316,11,NA
"L",227,5.25,2024,"2024-08-14 13:56:50",5.48,7.66,74.8,11.57,6.44,274,12,NA
"R",227,5.25,2024,"2024-08-14 14:29:50",1.88,1.04,9,6.66,5.91,176,12,NA
"T",227,5.25,2024,NA,3.275,NA,0.3,NA,5.45,320.5,11,NA
"L",230,5.25,2024,"2024-08-17 14:44:50",2.34,7.61,74.6,11.66,6.44,175,12,NA
"R",230,5.25,2024,"2024-08-17 15:37:50",2.66,1.51,13.1,6.82,6.09,175,13,NA
"T",230,5.25,2024,NA,3.59,NA,37.4,NA,5.82,466,11,NA
"L",232,5.25,2024,"2024-08-19 15:37:20",2.26,7.78,75.1,11.02,6.28,159,12,NA
"R",232,5.25,2024,"2024-08-19 16:07:50",2.17,1.91,16.6,6.8,6,184,13,NA
"T",232,5.25,2024,NA,3.74,NA,0.3,NA,5.185,309,11,NA
"L",234,5.25,2024,"2024-08-21 11:38:50",4.08,8.25,81.5,12.13,6.43,219,12,NA
"R",234,5.25,2024,"2024-08-21 12:06:50",2.82,2.17,19,7.01,6.07,201,13,NA
"T",234,5.25,2024,NA,2.9,NA,0.35,NA,5.5,285.5,11.5,NA
"L",237,5.25,2024,"2024-08-24 12:56:50",3.92,8.06,79.8,12.23,6.38,181,12,NA
"R",237,5.25,2024,"2024-08-24 13:26:50",3.21,1.61,14.1,7.12,6.15,225,14,NA
"T",237,5.25,2024,NA,3.36,NA,0.3,NA,5.535,313,11,NA
"L",170,5.25,2024,"2024-06-18 15:31:50",8.74,11.74,100.9,8.25,6.73,495,11,NA
"R",170,5.25,2024,"2024-06-18 16:03:50",9.39,8.78,70.7,5.67,6.41,597,13,NA
"T",170,5.25,2024,NA,5.495,NA,32.5,NA,5.535,275,9.5,NA
"L",176,5.25,2024,"2024-06-24 14:46:50",6.48,12.54,109.3,8.9,6.72,528,11,NA
"R",176,5.25,2024,"2024-06-24 15:19:50",3.96,3.21,25.6,5.23,6.13,320,15,NA
"T",176,5.25,2024,NA,8.01,NA,4.65,NA,5.365,526,9,NA
"L",162,5.5,2024,"2024-06-10 17:25:20",13.25,12.05,100.8,7.2,6.37,428,11,NA
"R",162,5.5,2024,"2024-06-10 17:57:20",7.27,8.49,67.6,5.23,6.27,896,13,NA
"T",162,5.5,2024,"2024-06-10 18:47:50",4.61,3.35,26.3,4.62,5.17,240,10,NA
"L",165,5.5,2024,"2024-06-13 14:00:20",10.03,11.51,96.5,7.29,6.51,449,11,NA
"R",165,5.5,2024,"2024-06-13 14:40:50",13.57,NA,NA,4.77,5.9,1378,13,NA
"T",165,5.5,2024,"2024-06-13 17:12:50",5.31,2.11,16.5,4.57,5.34,276,10,NA
"L",166,5.5,2024,"2024-06-14 14:09:20",5.38,11.91,101,7.73,6.71,276,11,NA
"R",166,5.5,2024,"2024-06-14 14:53:20",7.78,8.04,64.3,5.37,6.41,845,13,NA
"T",166,5.5,2024,"2024-06-14 15:24:50",6.29,3.58,28.2,4.87,5.53,271,10,NA
"L",172,5.5,2024,"2024-06-20 15:49:20",19.35,10.42,88.5,7.83,6.6,801,11,NA
"R",172,5.5,2024,"2024-06-20 16:30:20",5.52,6.4,51.2,5.46,6.24,444,14,NA
"T",172,5.5,2024,"2024-06-20 17:11:50",6.88,1.96,15.4,4.72,5.47,349,9,NA
"L",173,5.5,2024,"2024-06-21 15:16:20",13.58,10.32,87.9,7.92,6.65,697,12,NA
"R",173,5.5,2024,"2024-06-21 15:49:20",4.74,5.98,47.8,5.42,6.31,465,14,NA
"T",173,5.5,2024,"2024-06-21 16:25:50",4.41,2.82,22.3,4.84,5.56,245,9,NA
"L",178,5.5,2024,"2024-06-26 14:05:20",6.47,10.39,88.4,7.86,6.55,564,12,NA
"R",178,5.5,2024,"2024-06-26 14:41:20",8.93,3.99,32,5.47,6.19,519,14,NA
"T",178,5.5,2024,"2024-06-26 15:19:50",5.34,0.99,7.8,4.9,5.41,326,9,NA
"L",180,5.5,2024,"2024-06-28 14:48:20",12.54,9.89,84.7,8.15,6.44,673,12,NA
"R",180,5.5,2024,"2024-06-28 15:24:20",8.62,2.24,17.9,5.35,6.1,529,15,NA
"T",180,5.5,2024,"2024-06-28 16:05:50",5.42,0.84,6.6,4.89,5.41,373,9,NA
"L",183,5.5,2024,"2024-07-01 14:00:20",6.32,11.08,95.7,8.49,6.58,321,12,NA
"R",183,5.5,2024,"2024-07-01 14:35:20",6.78,6.14,49.5,5.7,6.29,351,15,NA
"T",183,5.5,2024,"2024-07-01 15:23:50",3.98,2.35,18.6,5.13,5.48,185,9,NA
"L",185,5.5,2024,"2024-07-03 13:38:20",4.31,12.5,111.2,9.73,6.81,218,11,NA
"R",185,5.5,2024,"2024-07-03 14:09:20",8,3.3,26.5,5.5,6.24,454,14,NA
"T",185,5.5,2024,"2024-07-03 14:42:50",5.87,0.3,2.4,4.91,5.43,557,9,NA
"L",187,5.5,2024,"2024-07-05 12:40:20",7.17,9.63,83.3,8.53,6.72,379,12,NA
"R",187,5.5,2024,"2024-07-05 13:10:20",7.72,2.75,22.2,5.75,6.12,510,15,NA
"T",187,5.5,2024,"2024-07-05 13:53:50",5.34,0.51,4,5.03,5.38,510,8,NA
"L",190,5.5,2024,"2024-07-08 14:30:20",12.21,11.15,96.8,8.72,6.56,426,12,NA
"R",190,5.5,2024,"2024-07-08 16:56:20",3.8,4.02,32.5,5.89,6.43,249,14,NA
"T",190,5.5,2024,NA,2.55,NA,10.4,NA,5.53,145,9,NA
"L",192,5.5,2024,"2024-07-10 13:14:20",7.18,10.71,93.1,8.77,6.57,286,12,NA
